total_rooms,population,households,median_house_value
1437,2113,484,158800
1380,1290,288,161800
1889,2087,559,154000
1679,2249,487,160400
3896,4496,993,150900
1977,2406,557,151600
1683,2190,494,152800
1046,1218,289,143400
1115,1412,325,153500
788,1155,208,153800
928,1108,236,144600
2144,1760,452,161600
1233,1190,282,161300
1512,1690,367,167000
2127,2021,480,164600
1686,1590,474,159300
284,422,119,145500
1500,1726,440,165100
1924,2101,541,151500
679,788,185,165300
1116,1265,302,155200
2134,2248,587,153400
2129,2376,618,160800
618,680,179,154200
1818,1705,373,157500
2227,2244,580,143800
1807,1628,443,156100
1436,850,269,179100
1871,1315,382,160800
1403,1111,311,168100
1368,1244,312,164800
1651,1559,436,148100
1413,1200,307,169300
1570,1321,300,171800
1934,1895,493,159700
979,934,292,151800
2309,2609,673,162100
2210,1270,484,178600
757,474,132,179800
1337,968,240,183600
2121,1991,528,152200
2608,2062,616,167500
2724,2340,570,165000
1145,499,202,165500
1991,1380,535,181900
2447,1532,498,171800
2099,1276,387,166800
1368,899,271,161300
1806,1146,374,162200
1157,877,305,171000
2035,2282,480,136400
749,708,196,136900
1356,1469,300,139800
1516,1820,398,122900
952,949,261,147200
1334,1226,278,144300
1829,1614,377,146400
1929,1780,419,149400
1613,1227,342,145700
2339,1732,449,139400
1411,1432,322,138800
1626,1280,295,146500
892,1443,341,162500
710,1134,233,141100
2831,3649,883,152100
2210,2341,553,131100
2739,3423,741,132700
857,934,227,145700
1191,1193,295,138800
1337,1769,393,121000
354,184,58,108900
1921,2286,470,130000
930,1203,244,115400
545,610,126,95100
1147,1219,210,93200
443,903,189,125000
619,636,145,118100
1705,1839,410,132700
1669,1870,412,117300
2949,4551,930,131900
1195,1251,262,125000
239,308,52,105400
1149,909,214,96700
2698,1953,613,107200
325,354,87,90600
328,605,87,97400
1079,601,182,106400
180,246,56,90000
581,647,131,83100
763,754,174,101800
723,411,165,96500
1737,1184,343,95900
1137,747,225,92600
3320,2105,632,104600
892,440,159,120800
1178,1166,244,93300
1818,1444,372,106800
1472,1036,318,110000
742,729,144,105400
1786,1318,373,101100
3018,1720,512,124100
2238,1292,467,110600
1969,1349,370,138100
6108,3244,1113,181400
1386,1163,319,89500
1566,981,318,111900
894,754,222,110700
949,502,163,124400
1950,1125,374,119300
1135,614,227,113100
1479,963,292,109500
935,711,193,101900
954,655,218,92800
967,903,256,93100
972,761,225,88200
745,721,160,102900
1446,1286,314,103600
1607,1526,375,94300
1772,1122,324,96100
1735,1699,386,103800
661,742,143,88200
677,984,174,88900
789,1041,191,90300
1694,1890,373,89100
1263,1789,346,89300
571,841,158,89200
1060,1215,250,84700
1555,1665,361,98800
926,1856,408,100000
1545,1807,388,105300
2422,2601,583,110200
796,679,167,110400
1847,2263,473,103200
1000,1178,263,105000
2420,2010,540,104600
941,973,253,102300
1649,1786,388,105600
1007,1112,238,115600
414,477,130,130400
1283,1025,248,141200
1050,895,207,155600
1073,1197,250,133000
1722,1432,326,151200
602,645,145,115400
1260,1535,322,128100
1138,878,224,134400
1531,1509,376,128100
915,826,212,117400
915,1153,252,115800
2695,2935,706,132400
1381,1494,298,118400
1435,1298,299,105100
2283,1836,462,118100
1073,1385,288,104800
2762,2677,632,105600
2326,2073,494,112900
886,1154,247,99500
1696,1639,376,107300
2394,2499,551,105100
1552,2093,413,103200
4018,3702,927,113600
2538,2170,541,107900
1254,929,235,116200
1565,1389,360,113900
1739,1104,297,120700
1810,1335,358,118800
1211,1128,261,110700
929,686,183,119400
1976,1254,371,126800
266,252,59,138100
990,776,207,120200
797,485,166,95200
873,1086,217,126600
5003,4145,1159,133400
1479,1166,322,100900
500,732,162,103100
312,583,119,98400
1802,2096,468,97900
2143,2276,519,100800
2462,2334,502,96800
1108,1498,289,88800
1285,840,211,112500
2055,1518,425,103000
1079,1055,243,93600
642,475,123,92600
2119,1372,406,106200
1308,901,257,98000
1201,733,206,105800
1582,1957,404,91500
1132,1211,279,98300
1476,1086,278,111700
406,268,77,115800
1367,1183,286,104100
2230,1395,381,109600
923,603,191,120700
1843,1207,351,111000
1027,1042,254,98600
1042,699,196,103200
1527,1154,279,105500
1756,1055,322,105200
519,330,95,108500
1212,775,224,136500
1149,1016,250,101900
998,1335,311,102500
1255,1782,343,95100
842,763,189,109800
1941,1204,323,113700
2598,1872,514,117700
8732,3944,1493,203500
9594,5237,1496,193300
1106,888,216,207000
7368,4721,1342,213100
1731,1032,364,208100
6812,3704,1216,169200
3022,1852,452,186400
2324,1087,328,207000
9071,4558,1327,197500
1685,1484,318,167000
2587,2115,475,168600
1097,701,188,196600
489,403,97,180800
2326,1697,546,187900
5923,3887,1322,194400
2274,1897,622,162900
896,843,200,183000
2617,1396,515,218000
3626,2321,731,237900
4092,2819,893,216500
4586,3680,1027,205100
4383,2689,913,218800
7023,3993,1412,218200
9944,4185,1582,329400
3615,2813,752,217700
2755,2046,488,212400
1593,1427,320,166900
1596,1650,329,173500
943,803,216,191100
1881,1769,553,114000
865,811,218,165300
1607,1130,334,190700
1357,763,229,200300
4698,3287,881,215900
6303,3728,1252,208600
880,717,142,175700
2152,1623,429,200500
1124,717,242,186900
3059,2064,629,184600
1642,1575,420,201900
5091,4753,1033,117400
4112,3211,841,192200
822,627,192,166300
1131,1007,269,168300
1928,1358,399,160300
1370,1018,328,160200
1792,1115,358,174400
1426,871,276,175200
793,601,187,176100
906,1453,158,171900
859,673,172,158200
1478,1127,320,158000
1335,1011,269,157500
1631,1034,328,165700
1560,1348,314,174000
2118,1414,442,166800
2263,1626,457,172800
1558,1179,337,165100
2381,1669,444,171100
847,713,194,167400
1226,711,219,170800
879,547,169,168600
1983,1157,390,168300
1950,1183,338,175300
2017,1388,386,171600
1124,707,234,174500
1474,1205,335,166800
1016,729,177,151300
1414,983,264,156600
639,460,118,189000
1622,845,284,186100
3635,2171,720,196900
1666,995,354,204300
2049,1105,363,261300
1947,841,277,453600
2319,941,356,452300
1723,617,252,400000
3099,2025,750,191100
1301,877,275,191300
2784,1278,550,261600
1604,802,280,291000
2863,1243,466,297200
2105,956,350,246000
1426,698,240,267300
708,471,153,197400
1759,837,267,251900
1933,958,335,266000
1040,557,228,254700
2744,1333,503,277200
1500,706,250,253500
1736,823,292,241600
1709,778,344,326600
1812,822,314,294100
1413,630,219,300000
1462,600,236,302000
1942,891,348,282100
2418,1397,477,285500
1053,686,211,263200
2752,1211,452,269800
1813,825,316,323800
2394,1166,548,264700
522,373,139,265000
6662,3792,1735,230000
2670,1196,488,283500
1434,786,256,244900
2098,1036,385,255400
2210,1047,472,271300
2206,973,364,283000
1949,909,325,296600
1205,736,342,162500
6336,4673,1505,183700
580,466,133,187500
3069,1932,835,177200
2040,1775,445,202400
984,615,206,201500
3731,2313,801,218200
3205,1647,664,223900
2065,1075,442,226400
3096,1676,587,207300
2122,1578,488,191900
1793,1222,452,195800
2841,1612,708,196600
2987,1561,606,226500
1948,992,363,242400
1594,1003,323,199700
2753,1592,614,209000
3341,1685,751,238300
1948,1128,429,255900
5675,3317,1119,232900
1839,1034,339,212300
1745,1084,410,220500
2062,1134,358,218900
2378,1799,546,190500
1890,1232,386,184200
1335,804,282,198400
1038,912,245,161200
915,646,211,182800
3056,1561,740,196900
682,491,144,173800
620,381,124,183900
1518,857,251,197500
561,261,105,183800
916,552,164,222000
1096,569,201,182300
2011,1087,423,187800
513,399,99,167600
1080,719,201,175800
726,490,130,167600
1151,809,246,160000
889,597,163,186700
1981,1231,457,153700
505,411,113,164400
2369,1546,464,159400
1582,1356,324,141100
1442,990,268,162200
1994,1491,428,166200
1592,1238,320,165000
1551,1100,322,168100
1366,920,410,159900
1215,862,285,158700
1112,771,224,164600
1653,1072,301,159700
3259,2744,895,165600
2387,1978,548,159200
1573,1200,365,146900
4880,4516,1050,157700
2863,1489,621,180700
1360,909,275,173300
2228,1558,427,157700
550,642,125,119900
1047,975,239,155000
1161,882,236,158000
2483,1538,449,220500
1138,964,222,185300
2223,2008,512,160800
1145,1651,265,120300
1035,1545,269,123400
1071,1412,274,114900
1152,981,225,153600
2502,1849,518,164100
1007,776,228,162700
1776,1180,337,169200
1167,733,237,168300
1768,1155,368,161100
1147,742,242,153500
3326,2533,689,176300
1237,776,246,166000
1880,1229,378,174600
834,603,179,167500
1150,708,204,171500
991,717,219,164400
3399,2465,811,166600
2242,1483,443,185600
1061,768,206,161900
796,740,183,156400
769,498,137,182100
994,602,185,178000
2604,1465,470,184600
4173,2471,863,196000
1139,772,233,204700
1623,868,272,276000
2508,1549,545,236500
1323,1084,240,178000
1347,748,278,183100
1088,617,211,193100
1432,749,261,207400
2053,1023,394,216600
1475,827,265,191600
1967,910,306,190600
932,578,175,177600
2145,1150,429,225800
1766,974,404,180800
1981,1371,431,204200
1590,1299,335,163200
901,760,208,147400
2850,1855,662,144600
2410,2399,594,156700
2922,3013,673,127100
1403,1415,367,144000
574,610,147,133300
2053,1721,507,146100
3445,2467,712,144000
3653,3215,854,114200
856,748,195,145800
1499,1237,344,162300
1709,1177,410,155000
1452,1888,366,146400
778,933,209,143800
2536,2625,576,150900
1248,1960,338,140400
483,389,108,143800
1655,1201,487,145800
63,47,8,350000
3605,3637,873,160700
5896,4149,1362,131900
4426,4196,921,148300
4232,2688,1035,146000
2848,2319,647,190800
940,599,214,190900
1694,1181,383,169500
1814,886,347,208400
3668,2368,845,204900
2867,1774,705,183400
599,361,139,225800
1477,788,291,195800
1379,883,291,180100
1458,686,236,202700
3478,1885,673,206500
6876,5162,1879,170800
2666,2030,781,180900
1222,756,256,173900
1768,983,488,243800
2344,1305,544,191900
3088,1981,956,192700
2823,1723,678,165500
1159,740,243,179600
1744,1048,330,195500
2596,1662,539,179500
1250,866,268,175000
1531,1119,341,161400
3305,2085,881,168200
2690,1747,617,198200
3203,1761,667,239700
1379,795,297,231800
3254,1772,618,240800
3764,1919,977,156300
1083,557,210,218400
1788,1131,461,166100
3638,2326,822,194600
6618,4396,1649,171400
4807,3059,853,297300
2358,1387,364,285800
7187,3844,1068,337400
4928,2952,754,313800
4934,2668,810,284200
2407,1422,524,139700
2436,1303,386,344700
3405,1945,509,299100
2259,1378,386,287000
4261,2621,661,288700
3666,2104,579,338900
3771,2196,564,319700
5603,3045,893,293700
2851,1985,603,265600
2306,1368,387,277600
4626,2794,763,275100
2870,1671,470,322700
2676,1377,395,350400
4851,2527,704,437400
8046,4276,1228,319600
3052,1588,568,268100
8120,5026,1345,286500
993,572,175,277600
3065,1840,719,208100
3119,1887,567,195300
1819,1679,360,146000
2131,2045,426,145700
923,1014,204,159500
1901,2685,496,120100
1507,931,275,244900
2536,2012,556,200800
2399,1613,429,220100
3498,2098,697,246000
2943,1703,472,225900
1789,1347,330,189700
778,539,186,236500
3260,1969,737,215500
1018,684,248,198800
2377,2042,593,170400
2906,1806,553,194600
4412,2380,825,213100
1594,1061,320,217700
1055,682,216,191300
4216,2997,896,162700
3696,2827,860,153300
6960,4367,1437,210900
5643,3841,1195,168400
3481,1660,560,228200
4259,1644,581,345700
2188,2727,525,136800
2636,3412,649,118300
4822,3868,1117,142900
2389,1229,393,234900
1255,685,279,226900
2663,1277,462,199500
1633,837,350,188000
1606,735,295,198400
1320,645,256,209500
1866,919,344,200200
1661,985,319,219500
2104,1071,396,208900
1436,745,233,213400
1276,538,213,218300
1607,799,283,214100
1578,827,311,194100
2403,1385,386,213800
2180,1634,467,167000
2373,1673,571,181800
1854,1363,478,156700
2287,1804,537,170300
815,590,183,166700
1645,1161,351,162700
882,536,174,163000
1308,783,237,167700
2326,1832,501,161000
4701,2571,1216,184100
1769,1166,386,178300
1999,1060,399,167100
1824,1200,451,156700
2009,1449,451,155400
1133,774,271,137500
2013,1659,522,153600
2732,1690,794,160200
1213,628,229,152100
1699,1188,329,147300
2945,2858,690,136900
1332,1405,363,143000
1507,1082,350,138200
703,757,212,155500
1482,1052,317,158200
1554,974,264,161400
2462,1821,536,162600
1701,1091,384,162300
1937,1339,440,162800
2258,1395,492,164800
2110,1404,454,165900
2137,1126,439,172900
1832,1056,405,175100
2664,1627,604,161900
6607,4066,1558,156300
1664,1369,493,175000
2247,1670,525,173000
3596,2416,832,169800
2752,1674,614,161300
2925,1702,642,160800
1301,954,336,158000
1404,652,258,195400
4071,2144,970,218100
1435,606,234,212600
1491,699,266,217300
2630,1069,491,209000
2668,1315,478,215600
1979,952,339,216200
2259,1183,413,201600
2110,1128,403,208400
1885,1049,405,212800
1774,934,333,203300
1703,845,308,210800
2825,1352,469,242000
1473,713,257,228000
956,416,157,223700
887,482,157,219500
2418,1138,387,216300
2750,1386,458,221700
2116,972,396,213600
2584,1333,481,219900
2386,1101,399,218200
1790,924,263,226200
1915,850,319,225800
2059,825,334,225200
1726,820,288,218100
1557,697,251,219600
2572,1318,434,219700
690,316,104,209100
1588,692,245,220300
1756,798,287,218300
2143,1047,377,216000
2706,1331,476,220000
1074,496,196,217400
1523,717,278,218900
1784,964,299,220900
1712,691,293,221300
1242,565,213,215800
1463,722,260,226300
3008,1584,671,213200
2439,944,374,312400
1710,786,344,314700
2107,876,429,339400
1895,881,293,307400
1908,890,342,336000
3043,1316,607,254900
3002,1322,471,228900
2448,894,349,481300
2987,1360,497,224100
1508,635,241,221300
2444,1199,424,218800
1348,643,221,211000
2831,1462,569,214600
2220,1002,351,219500
3714,1956,694,200500
1533,791,335,186600
4716,2515,1272,208700
1853,945,320,219200
2019,880,339,217300
2597,1285,559,213800
1415,591,291,315600
2731,1396,555,219100
1228,537,273,192000
2548,2086,700,134400
1890,1378,430,143200
3533,2678,1033,151900
1073,725,272,149700
1167,773,287,150300
2557,2286,700,149100
1854,1360,429,158200
3405,1953,671,159200
3737,1305,583,490300
2641,1011,444,444200
1773,815,299,406300
1808,800,302,277700
1362,531,222,290500
1497,542,274,321800
1535,591,276,371700
3622,1330,648,425500
2561,1063,537,418600
3587,1513,651,252200
2539,1152,488,268200
2569,1030,451,268400
2618,943,440,254000
284,167,68,207500
2246,1032,548,347100
2953,1914,855,290000
2251,913,420,272200
1758,954,312,198900
872,422,221,156300
1835,1038,384,198500
3013,1525,529,194000
2807,2217,744,204800
954,804,373,181300
944,533,193,206900
1388,742,241,212100
2347,1219,420,209900
1719,1444,372,139300
905,764,204,162200
1815,1807,413,160700
1278,1157,320,146800
1680,1779,429,146300
455,394,89,165700
1005,723,191,162500
5357,3030,1266,138100
1693,1255,333,159700
1816,1524,388,157900
1486,1345,326,147800
726,602,183,156900
1160,1095,269,139000
1251,1053,278,150800
1285,1291,337,157100
1984,1764,440,165100
3008,2537,596,137500
1598,1691,399,141800
2020,2557,562,145300
1387,984,302,143100
2010,1535,525,160400
3497,2994,919,137500
767,569,195,185200
2105,1807,539,190400
2549,1388,606,192700
1786,1090,430,194900
2125,1604,555,190600
4577,2749,1094,197500
2456,1300,450,210200
1009,614,231,200800
2301,2114,561,132700
2326,2635,657,141800
1571,1631,417,128000
2114,2357,529,142600
1823,2339,560,130600
2734,2951,691,117600
948,1042,301,100000
2210,1042,418,216700
471,315,96,154200
3564,1530,807,175000
5463,3010,1179,199100
1589,883,366,187500
2407,1591,506,148100
1579,687,285,225900
1734,797,293,222800
1544,701,298,226000
1493,671,267,224500
1619,815,284,232200
1785,779,291,228600
3087,1474,567,227600
1408,702,251,222500
1462,664,220,225300
1999,887,379,221900
1742,857,341,218200
1249,517,189,223100
1820,899,295,225200
2734,1308,441,227300
2422,1193,421,225700
1930,915,328,244400
2000,956,352,234400
6295,2292,874,402500
2219,1042,396,239800
1878,846,325,254400
1111,444,177,245300
856,451,164,246000
1252,558,214,235600
1987,1095,357,232800
1946,871,336,254800
1756,836,335,218200
2565,1155,443,224600
1798,860,340,228500
1013,493,183,231400
1228,572,242,223900
1530,711,283,225400
665,273,112,223700
1903,928,349,241900
1749,855,319,227100
1026,505,176,233600
1496,743,265,226000
1509,821,314,223000
1886,1167,372,219800
1774,784,298,249200
1665,721,294,250700
1835,774,418,256300
1257,530,211,251400
1837,810,305,235000
1993,884,337,244900
2223,1039,370,257000
1371,666,257,243300
1724,838,328,253900
1680,744,280,244800
1034,444,177,231600
1694,776,271,257900
1962,786,315,239600
