year,mileage,tax,price
2018,16150,145,24490
2019,18413,145,22990
2018,25800,145,25250
2020,5000,145,43990
2020,5000,145,40990
2020,5000,145,38990
2017,20354,145,36990
2017,27500,145,26490
2017,47200,145,18490
2017,33000,145,22990
2019,21400,145,41490
2019,5000,145,33990
2019,4150,145,45990
2019,5000,145,29990
2019,4100,145,33990
2020,5000,145,25490
2020,5000,145,22690
2020,5000,145,22690
2020,5000,145,62990
2020,5000,145,27990
2015,34500,200,20990
2016,44850,30,11499
2016,16680,30,13990
2019,5004,150,20990
2019,6000,145,32990
2019,6000,145,31490
2019,8000,145,32490
2019,6000,145,49990
2019,6000,145,66990
2019,6000,145,20990
2019,6000,145,27990
2017,35290,150,11495
2016,41914,0,10790
2014,80909,125,9495
2020,2348,150,84999
2014,50041,205,14490
2017,33666,145,18990
2016,33000,160,18990
2015,22364,30,14499
2017,12200,150,13990
2019,3437,150,54990
2017,23156,30,12999
2019,3733,145,23165
2020,6000,145,29990
2017,16150,145,21490
2017,33900,125,19990
2019,5000,145,41990
2019,8000,145,44990
2019,5151,145,57990
2019,5000,145,27000
2019,8346,145,25000
2019,7500,145,28000
2014,72677,0,6795
2016,68958,20,12700
2019,7446,145,24000
2016,26700,20,16700
2016,29000,30,20250
2020,3000,145,60000
2020,3500,145,32850
2017,14250,145,19500
2017,48126,20,11995
2017,17384,150,11795
2015,22889,125,16495
2019,4647,145,22000
2013,72120,125,7700
2017,15724,150,20900
2018,10080,145,15000
2016,31065,200,20000
2018,23520,145,22300
2019,6000,145,26990
2019,6000,145,38990
2019,6000,145,25342
2017,15197,145,18500
2019,6000,145,29990
2019,6000,145,33490
2019,10000,135,45490
2019,6500,145,23000
2019,5589,145,20500
2019,4500,145,22000
2019,6000,145,25778
2019,5121,145,59990
2019,6000,145,53490
2019,6000,145,32990
2019,5000,145,31990
2019,6000,145,34990
2017,44250,145,16500
2019,5000,145,26000
2019,10000,145,34000
2019,6200,145,46750
2019,7500,145,25000
2020,2000,145,43750
2019,7750,145,55000
2019,4500,145,22500
2019,6000,145,34990
2019,6000,145,24990
2019,6000,145,29990
2019,6000,145,27490
2019,6238,145,23165
2017,50050,125,15290
2018,35100,145,18990
2019,4500,145,30000
2019,5000,145,31000
2019,5000,145,24500
2019,4500,145,31000
2019,5000,145,24500
2014,59894,555,37000
2020,2500,145,34750
2020,4500,145,44000
2019,5000,145,35000
2020,5000,145,36500
2013,90020,160,8900
2015,27760,30,11210
2015,36370,30,11210
2019,4500,145,32000
2019,10000,145,17500
2016,22600,30,14450
2017,42105,145,18500
2019,10250,145,39000
2019,2000,145,25750
2019,4723,145,30500
2019,4500,145,22500
2013,67727,145,8750
2016,55068,30,14750
2018,15400,150,36996
2016,53050,200,19495
2016,20332,125,12495
2016,56421,30,15495
2015,29704,0,11999
2017,66483,145,21995
2016,70000,125,14995
2017,22300,125,16780
2016,31500,0,11990
2016,48200,30,17990
2016,34748,30,13990
2016,44898,30,11496
2017,16442,150,22500
2018,8082,145,32975
2019,10816,145,46000
2017,49106,145,47000
2017,29994,145,17000
2019,9756,145,47000
2019,7370,150,23000
2016,21500,145,21000
2017,19850,145,22490
2017,24500,145,14750
2017,24550,145,39990
2017,31150,145,20250
2018,12000,145,21990
2019,6000,145,24990
2019,6000,145,24990
2019,6000,145,33490
2017,23000,145,17500
2019,7500,145,28000
2019,2100,145,22000
2016,42633,125,19000
2015,29000,30,16750
2017,34467,145,19000
2016,35260,160,24000
2016,25470,30,16000
2019,10,150,137500
2017,35664,20,17000
2018,9750,145,22500
2017,18756,145,20000
2019,5000,145,23000
2019,5000,145,18000
2020,4500,145,36850
2013,19500,125,11350
2017,20865,0,12500
2020,3500,145,41000
2019,4500,145,27000
2016,7000,30,17000
2019,9000,145,21500
2016,25900,30,19000
2017,40786,20,17000
2015,40365,0,10000
2015,42498,30,12500
2016,26930,300,29350
2019,7524,145,30000
2017,20175,145,21750
2019,4270,145,19750
2019,9000,145,27000
2019,7500,145,28000
2019,5000,145,30000
2019,5000,145,21000
2019,5000,145,30000
2019,5000,145,31000
2019,5000,145,28750
2019,6500,145,32000
2019,2000,145,32750
2019,3584,145,37850
2019,178,145,52850
2019,8372,145,49850
2014,24856,125,10398
2017,39125,150,11500
2019,8200,145,27000
2019,10000,145,23000
2016,57000,30,18500
2019,3000,145,32000
2020,3500,145,49000
2020,4500,145,21000
2020,4500,145,21000
2017,23950,145,18750
2017,25000,145,37500
2019,11000,145,18500
2019,4553,145,30850
2019,1012,145,26850
2019,12929,145,28450
2017,37000,145,23450
2019,84,145,20850
2019,2475,145,27850
2019,2975,145,19850
2018,29734,145,24850
2016,40112,200,20850
2019,8297,145,33850
2014,35768,125,8900
2016,21263,0,13500
2017,18728,150,20500
2017,12568,150,12600
2015,42500,325,27950
2017,19500,145,53950
2017,21000,145,29950
2015,51234,30,15495
2017,32765,145,17250
2016,22450,160,18000
2018,18200,145,22500
2018,18300,145,24000
2017,14644,145,18950
2019,4500,145,31000
2017,15800,145,20900
2019,6075,145,20250
2018,10313,145,21850
2019,984,145,35850
2019,5345,145,31850
2019,3946,145,25450
2019,4389,145,26850
2019,2666,145,47850
2018,15200,145,22995
2017,26846,150,25000
2019,7150,150,17995
2015,13874,160,17650
2016,68215,125,11500
2015,14000,0,17990
2018,35967,145,15900
2017,31780,145,11930
2018,30440,145,15710
2017,34010,145,15490
2016,18617,20,13000
2015,34500,0,10920
2016,27200,160,20495
2019,3860,145,23995
2019,3245,145,25295
2019,3780,145,23995
2017,40283,145,23500
2016,55224,200,19800
2019,5950,145,22995
2017,25617,150,19000
2020,4500,145,36000
2020,3500,145,21000
2019,7901,150,24500
2016,40811,165,24200
2019,5204,150,32500
2015,52516,20,11995
2018,15122,150,17995
2016,19950,30,17495
2014,51120,125,11995
2014,23550,145,12020
2020,3920,145,28995
2019,4360,145,28800
2018,41200,145,20995
2019,4990,145,30995
2019,6470,145,26495
2017,14640,145,55900
2014,51808,0,10995
2019,4423,150,27200
2016,19479,30,11230
2016,25706,20,13170
2015,61713,20,10960
2016,17700,165,19990
2018,9296,150,17495
2020,5000,145,23000
2020,4500,145,35000
2016,30817,30,17950
2017,23485,145,12500
2019,7279,145,20000
2017,10959,145,13500
2019,8500,145,31000
2016,26270,145,23500
2018,15486,145,34700
2017,26461,30,17850
2018,15552,145,24850
2018,36000,145,20450
2019,5000,145,30850
2019,5910,145,30495
2019,2964,145,38495
2019,8700,135,44495
2019,8150,145,26995
2019,5956,150,23900
2020,1840,145,30795
2018,25955,145,20995
2015,33090,200,31900
2019,4435,145,28995
2015,19780,235,26400
2019,9840,145,38995
2019,4500,145,25000
2017,31201,145,21995
2018,23930,145,28995
2018,28850,145,19995
2020,2420,145,20995
2020,3820,145,30995
2020,4174,145,86995
2020,6150,145,42995
2020,4951,145,27495
2017,34917,125,17450
2015,42004,160,16850
2018,15426,145,53850
2016,37703,325,47850
2018,25800,145,49850
2017,61612,145,19450
2017,15729,240,27995
2017,19527,150,30495
2017,27938,125,22495
2016,39443,200,20995
2019,3846,145,21495
2020,3000,145,30995
2020,3000,145,39995
2020,3000,145,34495
2020,3000,145,27995
2019,1730,150,29495
2018,17656,150,27995
2017,30475,150,27995
2018,37074,145,12495
2015,46482,200,18495
2018,13711,145,27995
2019,4914,150,26995
2019,4306,150,35995
2018,18207,150,26995
2019,5,145,19850
2019,7860,145,27450
2019,3008,145,46850
2019,1308,145,19490
2019,1234,145,19990
2019,1943,145,55995
2018,2905,145,36995
2017,32713,160,22495
2018,25966,145,24495
2020,4062,145,20495
2020,5000,145,39495
2016,53927,20,13495
2019,11000,145,35495
2019,3000,145,28495
2019,10000,145,26995
2019,3000,145,27495
2019,3000,145,28995
2019,3000,145,26995
2020,4000,135,49495
2019,6039,150,25995
2016,43146,20,13995
2016,23814,30,16995
2017,27849,150,18495
2018,6763,150,31495
2019,8054,150,33495
2017,37775,145,17990
2016,47743,20,13990
2020,5000,145,51495
2019,5006,145,22995
2019,7000,145,25995
2016,30781,200,28850
2019,6470,145,52850
2019,68,145,27850
2019,3957,145,25850
2019,2453,145,29450
2018,3800,145,93950
2017,29464,150,11495
2017,42101,145,17995
2016,42221,30,11495
2013,41762,0,8495
2019,6171,150,32995
2019,9255,150,29495
2019,12413,150,31995
2017,27804,30,11490
2020,2000,145,102544
2020,6000,145,56990
2019,5500,145,18000
2019,10500,145,35850
2019,9000,145,21000
2019,4500,145,17500
2019,8000,145,26490
2016,33241,30,16990
2017,30921,150,53990
2017,28412,150,23990
2016,74840,205,28990
2018,23451,150,15990
2016,35678,0,12990
2016,35952,145,20995
2016,28332,160,23495
2018,15387,145,38995
2019,14429,145,22495
2015,49825,0,12995
2019,15511,145,26495
2017,19215,145,25495
2014,70654,0,9990
2017,24984,150,20990
2017,17775,205,25990
2020,6000,145,35990
2020,5000,145,37990
2015,47687,20,13990
2017,33070,145,19990
2018,33827,145,49990
2019,18500,145,41990
2018,16900,145,62990
2019,6500,145,24500
2019,7041,145,19500
2017,21871,145,21450
2019,4500,145,26000
2019,5000,145,20000
2019,4500,145,21000
2018,13453,145,33990
2017,16000,145,18990
2017,18311,145,21490
2018,31612,150,17990
2020,6000,150,20999
2016,26898,0,16490
2014,58460,555,26490
2018,20372,150,40790
2014,40678,20,15990
2017,16224,145,23490
2018,16700,145,22990
2019,6000,145,26059
2019,6000,145,30990
2019,6000,145,61990
2018,3750,145,43490
2019,5000,145,34990
2019,2000,145,53990
2016,25665,160,24990
2017,21676,145,13990
2019,3139,145,49990
2019,6000,145,35990
2019,6000,145,39215
2019,6000,145,27120
2019,6000,145,25990
2019,6000,145,20490
2017,44343,145,16990
2019,6665,145,37490
2019,10000,145,37990
2018,11326,145,56990
2019,2480,145,32990
2019,6000,145,26663
2019,3027,145,29490
2019,8224,145,53990
2019,6000,145,20595
2020,6000,145,62990
2019,6000,145,29990
2019,6000,145,24975
2019,6000,145,26990
2019,6000,145,41990
2019,7898,145,31990
2019,7793,145,66990
2019,6000,145,26990
2019,6000,145,24990
2019,6000,145,49990
2019,6000,145,32990
2019,6000,145,35490
2019,6000,145,27790
2019,6000,145,27990
2017,28500,145,22990
2018,16669,145,24990
2019,6573,145,28490
2019,3009,145,39990
2019,6508,145,36990
2019,7199,145,34990
2019,5000,145,22190
2019,6023,145,29995
2019,2246,145,21811
2014,24597,0,15490
2017,39300,145,54490
2019,15484,145,29990
2019,16177,145,25750
2019,7454,145,23990
2018,8650,145,20990
2019,14246,145,21990
2018,13894,145,20990
2019,6000,145,31990
2019,6000,145,31990
2019,6000,145,36490
2019,6000,145,31490
2019,11500,145,27975
2019,7595,145,31990
2019,5000,145,40990
2019,6000,145,24990
2019,6000,145,26990
2017,25221,30,19490
2017,18495,145,24990
2018,13732,145,22490
2019,3931,145,49990
2019,6000,145,24990
2019,1791,145,31750
2019,13769,145,47990
2019,11130,145,25490
2019,7500,145,29490
2020,6000,145,30990
2020,6000,145,26339
2019,6000,145,38990
2019,6000,145,20595
2018,19481,145,15400
2017,29271,30,14400
2020,4000,145,37000
2019,7235,145,22750
2019,6000,145,37990
2019,6000,145,28355
2019,7500,145,28490
2019,6000,145,21990
2019,5000,145,26490
2019,5000,145,44990
2019,5000,145,27490
2019,5999,145,19000
2020,3999,145,32500
2019,5433,145,22750
2019,5999,145,21500
2016,22740,30,17400
2016,23932,20,14700
2017,18937,145,19750
2019,5644,145,25500
2016,33700,145,16400
2017,13255,145,31990
2017,22698,145,18250
2020,3999,145,35000
2019,6000,145,33990
2019,6272,145,19857
2019,6301,145,49490
2019,5999,145,30000
2019,8932,145,20000
2019,4999,145,27500
2019,5999,145,27000
2016,59816,145,16000
2016,45998,30,12000
2017,17449,20,13000
2020,3999,145,25250
2020,7499,145,60000
2019,3999,145,27500
2015,48954,0,16000
2017,20698,145,19250
2019,6999,145,25250
2019,6000,145,30878
2019,6000,145,55990
2019,6000,145,28490
2019,6000,145,27990
2019,6000,145,24990
2019,6000,145,24990
2020,2999,145,22000
2020,3999,145,21000
2020,6500,145,59750
2020,2500,145,45000
2020,2999,145,22250
2020,2999,145,23000
2019,9570,145,56900
2019,12607,145,18000
2019,4999,145,20000
2020,3999,145,32500
2015,54644,30,13491
2016,22351,145,17032
2016,21705,165,19472
2019,7439,145,21560
2018,21457,145,29200
2016,20202,165,24291
2018,14464,150,21991
2016,27443,205,22991
2016,29325,160,16926
2017,48575,145,16436
2019,6103,145,34026
2017,25237,145,19686
2016,26487,30,12291
2017,46566,205,35991
2019,7999,145,68000
2018,16655,150,24991
2013,55600,20,9991
2016,24827,330,31991
2016,38876,30,12491
2017,38083,150,16991
2018,27342,150,26891
2018,5760,145,38861
2017,39000,145,22692
2013,42345,30,10941
2019,7644,145,17900
2019,6278,145,31750
2019,7335,145,32500
2016,44290,0,12300
2015,46877,0,13750
2019,3999,145,27500
2019,3999,145,26950
2019,7200,145,47000
2015,20434,145,14850
2018,16897,145,28884
2019,4499,150,21991
2018,24282,145,18350
2016,10633,145,20700
2017,35035,145,19741
2016,77432,200,17585
2016,15744,200,23442
2018,22688,145,36441
2018,14860,145,20171
2016,33763,200,21772
2016,31513,30,18381
2017,19107,30,17962
2020,2648,145,42991
2017,19860,145,21382
2017,16508,145,20900
2016,25529,300,37000
2015,39700,30,16000
2016,19862,145,20000
2020,2999,145,46750
2020,2999,145,22750
2019,15700,145,28360
2019,11000,145,28320
2019,8624,145,17420
2017,19786,145,20052
2017,52236,125,17202
2016,32219,160,15682
2019,3588,145,21944
2019,3500,145,28470
2020,3200,145,34990
2020,2100,145,31990
2015,48643,20,11461
2020,3503,145,35780
2020,2985,145,32990
2019,3608,145,43880
2016,31104,30,11761
2017,28512,30,12891
2019,16211,145,24480
2019,5505,145,22510
2019,11067,145,26100
2019,10200,145,48022
2016,40787,200,21990
2019,6000,145,67990
2019,5000,145,33990
2019,6000,145,19979
2020,5000,145,24990
2020,6000,145,53990
2020,6000,145,24653
2020,5137,145,31780
2016,28448,125,16596
2017,25145,145,21781
2016,39356,30,13671
2016,48322,200,32989
2019,2994,145,36050
2019,3633,145,29630
2019,7152,145,33185
2019,5000,145,52990
2019,5000,145,45990
2019,5000,145,31990
2020,799,145,59990
2020,6000,145,34990
2020,6000,145,86990
2019,3525,145,44033
2019,6000,145,36990
2019,4800,145,26664
2019,1266,145,27990
2019,6000,145,33490
2019,6000,145,33990
2017,51214,150,22261
2018,17211,145,23411
2018,40125,145,18291
2016,42500,20,11980
2019,4968,145,50576
2019,5347,145,28376
2019,11422,145,19430
2019,12647,145,24080
2019,10025,145,20760
2019,901,145,26846
2019,6650,145,22910
2019,3361,145,37844
2019,5446,145,31270
2015,68003,200,14722
2019,4493,145,22061
2019,5151,145,29665
2019,9500,145,28990
2018,38500,145,27841
2014,23838,30,14821
2013,52278,125,9991
2020,2500,145,27991
2019,13246,145,28070
2019,12,145,21512
2019,5986,145,24416
2017,16495,145,29082
2019,8981,145,25826
2016,50810,160,23562
2017,46063,145,17241
2017,27678,145,19973
2017,49158,145,36641
2017,36209,240,26990
2017,33201,150,19990
2020,6000,150,84990
2016,12562,240,33990
2017,29657,20,14490
2017,15038,145,13990
2018,15000,150,17990
2013,51753,305,24490
2018,15000,150,20490
2017,14578,145,19732
2016,77896,20,14797
2019,10652,145,27840
2020,6000,145,33990
2019,6000,145,21990
2020,6000,145,59990
2018,8057,150,22990
2014,56732,125,14102
2017,35000,145,16995
2013,73295,20,8991
2016,33291,30,15681
2017,9534,145,20421
2016,31901,30,21111
2019,14580,145,21946
2017,22326,145,18182
2019,7212,145,21540
2016,34991,160,19833
2019,3052,145,58216
2017,32065,145,20962
2019,7511,145,48266
2019,6500,145,24490
2018,5289,145,36990
2017,26241,30,13750
2020,6000,145,71990
2019,2743,145,32490
2019,11936,145,117990
2017,4649,145,23490
2018,1964,145,51250
2019,6000,145,39990
2015,37200,235,21490
2020,6000,145,36990
2018,2490,145,38990
2019,3696,145,22990
2019,7200,145,18490
2017,12823,145,17490
2018,20900,145,19790
2016,50000,200,19990
2018,19940,145,56990
2016,25000,125,19990
2019,2901,145,51990
2013,52822,260,18990
2014,70823,555,24990
2019,8350,145,18690
2015,37200,235,21990
2020,5000,145,23845
2020,5000,145,38990
2019,6000,145,34490
2019,5000,145,24990
2019,5000,145,31990
2019,6000,145,28990
2019,6000,145,29975
2016,75015,30,15490
2016,39775,160,19990
2018,20000,145,54990
2018,21500,145,29990
2018,19299,145,25490
2016,33500,30,13990
2018,23800,145,19490
2019,5000,145,33490
2019,5000,145,26990
2019,5000,145,33490
2019,259,145,42990
2018,19100,145,23990
2019,6000,145,24990
2018,18503,145,21990
2020,5000,145,23490
2020,2000,145,145000
2019,6000,145,22990
2017,20871,150,18490
2020,6000,150,37990
2017,18001,150,19490
2017,18132,145,19990
2017,29627,145,49850
2020,6000,145,52990
2014,49353,145,12490
2019,6000,145,29975
2019,2743,145,32990
2016,21887,30,17950
2017,18354,145,20750
2017,28000,145,29490
2017,39300,145,54990
2019,6000,145,28990
2019,5000,145,26990
2019,9081,145,36990
2019,6000,145,64990
2019,6000,145,21490
2019,5000,145,24990
2019,7400,145,27990
2019,100,145,18490
2017,30518,235,17990
2020,5000,145,47990
2019,2000,145,48990
2017,30658,30,14990
2020,5000,145,35990
2019,5000,145,26490
2019,5000,145,32990
2019,6042,145,24990
2019,5000,145,22490
2019,5000,145,31490
2019,3027,145,28990
2017,19925,200,35990
2017,27928,20,18490
2014,45763,30,13490
2019,8473,150,23990
2018,8600,150,20990
2016,27500,150,17990
2018,15047,150,23990
2017,23490,150,13490
2017,27200,150,18990
2019,6000,145,20595
2019,5000,145,26990
2019,5000,145,27990
2019,5000,145,24990
2019,6000,145,25490
2019,5000,145,56990
2019,4227,145,29995
2017,27195,145,52990
2019,4875,145,21990
2016,35273,30,17990
2019,9804,145,51990
2014,37991,20,14490
2019,3712,145,51990
2019,5454,145,28990
2018,10500,145,21990
2016,62100,125,18990
2019,6000,145,46990
2019,5000,145,31490
2019,2381,145,28990
2019,7561,145,39990
2019,4590,145,31990
2019,5000,145,32490
2017,17100,145,19490
2018,4600,145,26490
2019,5069,145,31450
2016,31362,300,36490
2017,28943,145,21990
2018,13500,145,34990
2017,10488,145,21990
2017,35220,145,23490
2019,100,145,21500
2019,506,145,48000
